subset,xpos,ypos,subset2,xpos2,ypos2
"TRAIN",0.9575008563016472,0.4238717756134194,"TRAIN",0.802476681680186,0.2617777903156955
"TRAIN",0.21019754226500553,0.8218217553619266,"TRAIN",0.667748573040932,0.16371708183116085
"TRAIN",0.2335433343097249,0.6549054240573937,"TRAIN",0.554133593242073,0.2769755683569967
"TRAIN",0.3120281528919917,0.7469094086376706,"TRAIN",0.5807003507815617,0.19256393872309396
"TRAIN",0.28832853303124173,0.5750069172744484,"TRAIN",0.7586432164498835,0.5783176147110136
"TRAIN",0.9669543669188774,0.4692815522097748,"TRAIN",0.37844821212838375,0.6312683659838405
"TRAIN",0.5055327670945552,0.6918017136619696,"TRAIN",0.9554532724837357,0.34371424510560633
"TRAIN",0.24824842326452512,0.5975580196077197,"TRAIN",0.3747830619758451,0.5989534393524494
"TRAIN",0.8116562344806595,0.21557043330217218,"TRAIN",0.6042202797097115,0.5863169480201631
"TRAIN",0.8190463189565461,0.2518552722135661,"TRAIN",0.5321708361745051,0.2946180996186517
"TRAIN",0.39452358237315654,0.9389932135301016,"TRAIN",0.747637365220274,0.8426400846838082
"TRAIN",0.2195248053500249,0.6289884804872456,"TRAIN",0.8038427175151144,0.26231998669522105
"TRAIN",0.10511347793267156,0.47790232988575265,"TRAIN",0.5151235482072923,0.3520837895712009
"TRAIN",0.8554256430395778,0.5122083668818275,"TRAIN",0.4863948617442621,0.8175292986533553
"TRAIN",0.27337089328087233,0.13919068162346987,"TRAIN",0.544952504882246,0.7511558045953719
"TRAIN",0.6379559286760903,0.6237807898976021,"TRAIN",0.6947449105422236,0.17287557816487625
"TRAIN",0.11114964740741395,0.4688678972509251,"TRAIN",0.7783550904833821,0.2532333490251564
"TRAIN",0.5710928964473053,0.8988594087586081,"TRAIN",0.7283469392390347,0.5609850701074641
"TRAIN",0.3934598346216711,0.5389749116520326,"TRAIN",0.6833534150962348,0.2367797186935719
"TRAIN",0.7260142177717344,0.2335011280612122,"TRAIN",0.6405240512299583,0.2939805666353055
"TRAIN",0.860414824671135,0.513385875743316,"TRAIN",0.7961702602777831,0.4606830092300955
"TRAIN",0.732411036919012,0.2256472413055946,"TRAIN",0.7782473240886254,0.5404084573600633
"TRAIN",0.38650701129211534,0.9467799442722018,"TRAIN",0.13729872125625042,0.21135011414383337
"TRAIN",0.645371703858847,0.27470585736889774,"TRAIN",0.7289054592231818,0.40075162009856546
"TRAIN",0.8084773697032305,0.2141821680022195,"TRAIN",0.4961125560023067,0.5947707176978853
"TRAIN",0.4736678123829133,0.4218069659445091,"TRAIN",0.7476601611572766,0.5287187683203388
"TRAIN",0.19644814269538313,0.7505671005561505,"TRAIN",0.8877936850367705,0.4326649468991874
"TRAIN",0.14730475915533287,0.5131282554836746,"TRAIN",0.5181571153933131,0.3248659900937715
"TRAIN",0.48105593423495824,0.6238225131891025,"TRAIN",0.6872391772926122,0.3537438242658475
"TRAIN",0.34860893679564975,0.9539413639950807,"TRAIN",0.7908751150178912,0.5228993643544764
"TRAIN",0.6539834047978701,0.3234459226581371,"TRAIN",0.8400163337015721,0.25021618821726344
"TRAIN",0.2117844591672236,0.547950149540289,"TRAIN",0.7756279835876198,0.257194263057199
"TRAIN",0.5818207857158144,0.8169570122480654,"TRAIN",0.5398868837522399,0.38299512793197055
"TRAIN",0.3907215094474601,0.9852397504177453,"TRAIN",0.8111593812383776,0.2677031439027503
"TRAIN",0.2047467054579406,0.5088684846719588,"TRAIN",0.4964379299826438,0.5983603879247034
"TRAIN",0.4174515106158184,0.8730638126369183,"TRAIN",0.5086461842233163,0.43972494153182806
"TRAIN",0.398805156988625,0.8890424669270921,"TRAIN",0.5255023147397218,0.006967524426417571
"TRAIN",0.309831376496018,0.7708143845187396,"TRAIN",0.49602312818710736,0.5756332119575067
"TRAIN",0.3802618017172467,0.8958327369103872,"TRAIN",0.4708100561535659,0.36784842769769355
"TRAIN",0.532046725988567,0.8866905500819545,"TRAIN",0.5042829013009181,0.00840090597350407
"TRAIN",0.30833576742801133,0.7706844411184512,"TRAIN",0.770038626761882,0.5346376693767358
"TRAIN",0.24658179176015843,0.4312740141669101,"TRAIN",0.7715740559440218,0.5059877784291519
"TRAIN",0.9592021230097785,0.4203007495971351,"TRAIN",0.9003618552747905,0.29562245644827345
"TRAIN",0.5230240263000566,0.5147755388232192,"TRAIN",0.5223295137333575,0.44568998488870387
"TRAIN",0.33622654649529904,0.5421703170717055,"TRAIN",0.5496126832428514,0.2743148061904871
"TRAIN",0.9836116823014355,0.4701850636330748,"TRAIN",0.49910137162133433,0.39054310734434206
"TRAIN",0.2646938742596288,0.6146748569329965,"TRAIN",0.6470880136197479,0.28943415620873475
"TRAIN",0.82190194521422,0.7039769460325218,"TRAIN",0.14991136339316186,0.19952241903055917
"TRAIN",0.4069113208087264,0.9475469250328155,"TRAIN",0.7717964539800185,0.48908099045563913
"TRAIN",0.6034712682915969,0.5455487028864816,"TRAIN",0.8128199957290334,0.268487754871279
"TRAIN",0.3340469664504627,0.7326812801043598,"TRAIN",0.5676059096251034,0.26425893055138044
"TRAIN",0.2544205238114849,0.42789453340054134,"TRAIN",0.5449790753423432,0.3311043611350054
"TRAIN",0.3827378971077077,0.022551416030019644,"TRAIN",0.31490306683690983,0.07251472971328227
"TRAIN",0.6889693718808765,0.2849998813066712,"TRAIN",0.9205188623041228,0.5950250088804712
"TRAIN",0.5366586938882743,0.5025465370784103,"TRAIN",0.735028583319352,0.14421358101832732
"TRAIN",0.529582051133102,0.4748460793037336,"TRAIN",0.6507338549488166,0.43923483221761017
"TRAIN",0.4644585401616282,0.6538882202018577,"TRAIN",0.5185163002172253,0.3158978208430724
"TRAIN",0.48575802061332685,0.6875618559125583,"TRAIN",0.4923403689248572,0.35862370514469877
"TRAIN",0.45820228868032153,0.5972042247342039,"TRAIN",0.7070594179167785,0.7497018068555632
"TRAIN",0.44767546748379045,0.40744724134617943,"TRAIN",0.6484152159261274,0.28743860154411965
"TRAIN",0.26452466436532396,0.112585734421971,"TRAIN",0.7318298138464024,0.39696966511901566
"TRAIN",0.5662901613193403,0.4707551330255248,"TRAIN",0.6559666102726394,0.24116855636093748
"TRAIN",0.6366046407393082,0.8173524514256979,"TRAIN",0.951150804122951,0.3368996362369048
"TRAIN",0.004741323945585574,0.5745042455964644,"TRAIN",0.5349055646997914,0.28594308452525374
"TRAIN",0.3989192604104339,0.8528026936383184,"TRAIN",0.8217075986601358,0.2359657109434763
"TRAIN",0.6466238744980584,0.27398708668218397,"TRAIN",0.6828961897526652,0.23712788703987858
"TRAIN",0.41840402902100055,0.8724591173960738,"TRAIN",0.6916883828369464,0.7744871291052625
"TRAIN",0.5881198382948725,0.92000178836553,"TRAIN",0.6805434731552753,0.5909160010650168
"TRAIN",0.5857399521053059,0.9300090215821422,"TRAIN",0.9142521415814175,0.5884249110922855
"TRAIN",0.5592656908242793,0.874096741327599,"TRAIN",0.42115319457174166,0.7154488849914237
"TRAIN",0.07981454615593941,0.641893579500177,"TRAIN",0.9278097891190911,0.36807795266807475
"TRAIN",0.5090172917029022,0.7019915760738,"TRAIN",0.8227065912256222,0.45561386304836143
"TRAIN",0.5305103636852478,0.848356692800273,"TRAIN",0.6357958999067483,0.4569550933371355
"TRAIN",0.28040448371251725,0.12098388220984319,"TRAIN",0.813863832986738,0.48006442852520703
"TRAIN",0.7452407091022264,0.9861364913242653,"TRAIN",0.914046125210987,0.3444741747296295
"TRAIN",0.9070540991780666,0.6140728748484777,"TRAIN",0.7694370564109619,0.250545540797456
"TRAIN",0.4814425404370865,0.4459289018215923,"TRAIN",0.6373295373055929,0.4557889569854302
"TRAIN",0.6124490796806468,0.6149223394776109,"TRAIN",0.5304634083051316,0.36680179355814885
"TRAIN",0.36085448922409435,0.8568810560501847,"TRAIN",0.6066950618591226,0.5859072674137901
"TRAIN",0.20609015255738594,0.6875492752952531,"TRAIN",0.4106109040668983,0.6354890246796446
"TRAIN",0.38456184857799186,0.366086543048778,"TRAIN",0.4844488534305221,0.36481627383135895
"TRAIN",0.6274646220521093,0.7886353221978372,"TRAIN",0.8282081021827485,0.24949882290079256
"TRAIN",0.5805065288974953,0.8149337777856402,"TRAIN",0.654414424790607,0.7840087849163841
"TRAIN",0.7041137632540464,0.2782639423927754,"TRAIN",0.5747251938906488,0.8561160662835192
"TRAIN",0.832447649485615,0.2295326185820949,"TRAIN",0.5304232379450916,0.735426868498393
"TRAIN",0.31239757277312663,0.7411140621661513,"TRAIN",0.7301243834219403,0.39936472125075784
"TRAIN",0.3692266836006395,0.8316066933831532,"TRAIN",0.3791124699981446,0.6020411239788631
"TRAIN",0.39157442196289616,0.540566168882466,"TRAIN",0.6013576072431502,0.10569925189350388
"TRAIN",0.5070206698691883,0.6783971577064017,"TRAIN",0.5467917009928723,0.35380000787765986
"TRAIN",0.8205704622369842,0.23943052403789133,"TRAIN",0.6264019449964995,0.8390964337229496
"TRAIN",0.707547281211949,0.2510250596344402,"TRAIN",0.525207771803875,0.7426522498851242
"TRAIN",0.34903840028512223,0.890218057100832,"TRAIN",0.5965149565235043,0.5608389840974324
"TRAIN",0.6148084046243725,0.5909632754718878,"TRAIN",0.7211907460387255,0.17245370651452963
"TRAIN",0.6055729632034133,0.525400163383616,"TRAIN",0.5273159678703542,0.30688163685323167
"TRAIN",0.6065346997569785,0.5422951477288507,"TRAIN",0.4947877270788686,0.5964215757651483
"TRAIN",0.6273042552192258,0.8217798091331585,"TRAIN",0.6506161485690021,0.44066146410656887
"TRAIN",0.4034730302524071,0.9836267225200584,"TRAIN",0.5544131492202469,0.7639662601250031
"TRAIN",0.20993936378937178,0.8268619894262146,"TRAIN",0.7080505901126622,0.7494730472703415
"TRAIN",0.3203552119051606,0.21414333802753677,"TRAIN",0.7413244270984406,0.7906503079285159
"TRAIN",0.6122166657434939,0.842165303969548,"TRAIN",0.6426037805602721,0.3028635603652877
"TRAIN",0.6490699080064297,0.6975633830371479,"TRAIN",0.38681695916906866,0.5686277632874905
"TRAIN",0.5241319560763317,0.5130403653648178,"TRAIN",0.6431702141642144,0.7939874727352201
"TRAIN",0.34685366349808333,0.5544175435011006,"TRAIN",0.7245215574923669,0.42143859611238843
"TRAIN",0.5914368238264649,0.5398498184403838,"TRAIN",0.45235373285963565,0.4197039977146175
"TRAIN",0.592526264995673,0.5105235126745458,"TRAIN",0.4696572965684564,0.4296897768277359
"TRAIN",0.2012287465281669,0.5238090362466381,"TRAIN",0.7473179677482527,0.7857860801842357
"TRAIN",0.6329859319402652,0.26938707805631334,"TRAIN",0.7041485653979364,0.42014299531827676
"TRAIN",0.6337257356087808,0.7946289190588548,"TRAIN",0.5314251392668009,0.6260521096802489
"TRAIN",0.3798778532190167,0.9481924135525377,"TRAIN",0.4443812898372354,0.7465629205327191
"TRAIN",0.40738994458159594,0.5393835338655851,"TRAIN",0.5206305182096798,0.3533391388077199
"TRAIN",0.6326141269122008,0.7390881342093594,"TRAIN",0.601144453861524,0.6183919605393841
"TRAIN",0.8225317922626223,0.7011476666669046,"TRAIN",0.9346929305938818,0.35175718668576017
"TRAIN",0.43929262208631614,0.4005471158170204,"TRAIN",0.5082660437686835,0.7974348916721781
"TRAIN",0.3981824645818844,0.92785570484397,"TRAIN",0.4268138979435768,0.6751895492586434
"TRAIN",0.6487109314932644,0.6566318304703387,"TRAIN",0.4721275105403724,0.7723702153183193
"TRAIN",0.089307533297868,0.6376539622157799,"TRAIN",0.9424284713683133,0.38262982875910995
"TRAIN",0.16850417697918396,0.4932446248585825,"TRAIN",0.6714483230691131,0.16166939903501648
"TRAIN",0.7761408555309003,0.49729828498902173,"TRAIN",0.5996470179590112,0.10822830557769508
"TRAIN",0.6141010523450776,0.6018588064310079,"TRAIN",0.6946625035077207,0.1701949386128518
"TRAIN",0.3625258946946661,0.9435404678370511,"TRAIN",0.5235128465104545,0.7426993054093299
"TRAIN",0.7389738812399518,0.2651090206370243,"TRAIN",0.6053236477245245,0.5495183707744891
"TRAIN",0.33432708550408324,0.5428036692319423,"TRAIN",0.7721201202378176,0.24868849503197576
"TRAIN",0.45270546920013466,0.587692068016638,"TRAIN",0.7737752796696917,0.24529958636852928
"TRAIN",0.5692306410219012,0.4918209941363166,"TRAIN",0.5065364081657153,0.35181308845221
"TRAIN",0.6563143357758683,0.7001778074805061,"TRAIN",0.9156279063141255,0.5863717653542065
"TRAIN",0.6777062376066255,0.24113498782557852,"TRAIN",0.7113742583581734,0.836755028340683
"TRAIN",0.5860787438918147,0.5773849817181749,"TRAIN",0.37175597755647277,0.6013540907145671
"TRAIN",0.6793098313131282,0.2372661427313325,"TRAIN",0.7832872856645873,0.523588852731168
"TRAIN",0.7855766125427265,0.2285411942436168,"TRAIN",0.9299043898697847,0.3167294953522664
"TRAIN",0.2086973712930053,0.8310511388286891,"TRAIN",0.5621000799017848,0.1884935657457491
"TRAIN",0.571498824650864,0.8325755311227379,"TRAIN",0.562061263598543,0.18891771379769057
"TRAIN",0.843661934049941,0.5183921441697056,"TRAIN",0.6370510685559636,0.8493382235495954
"TRAIN",0.305988275220083,0.5521698855860837,"TRAIN",0.9169617926297794,0.35880520732421317
"TRAIN",0.6434858912789023,0.7173307445677689,"TRAIN",0.7337600354378424,0.15544225104400916
"TRAIN",0.9904924866464662,0.6054564077946022,"TRAIN",0.8450529025277492,0.22939944449031224
"TRAIN",0.5535272946967386,0.8144522601386066,"TRAIN",0.6883918528526687,0.35689742662014645
"TRAIN",0.5887710705093339,0.9281721910310405,"TRAIN",0.5794955688425575,0.5004692754454909
"TRAIN",0.6793939065952157,0.27649279876777133,"TRAIN",0.7494461393106138,0.569939443736268
"TRAIN",0.4778193417427031,0.615499383722966,"TRAIN",0.6837678273380399,0.6374181583334209
"TRAIN",0.6390219128899318,0.6814104952640093,"TRAIN",0.9417702771790255,0.3419252935397835
"TRAIN",0.24615969019640582,0.4287400281967181,"TRAIN",0.8291899233098292,0.4525131446537951
"TRAIN",0.5549462807842537,0.4626431066720359,"TRAIN",0.7690123770613895,0.5344668382241609
"TRAIN",0.9407055459711694,0.7502627840931874,"TRAIN",0.5477511861251162,0.22874200901301117
"TRAIN",0.25300775283396854,0.5928861135310576,"TRAIN",0.9380726937793135,0.3445078113569436
"TRAIN",0.667546190652169,0.6968059534458424,"TRAIN",0.49271736940608674,0.40944852494483175
"TRAIN",0.9643743096278705,0.41208352548899485,"TRAIN",0.5074456743130362,0.6073184422322326
"TRAIN",0.8068159590654911,0.540788398144792,"TRAIN",0.6536746789105925,0.8073715759719211
"TRAIN",0.8013652364334682,0.49347237716246595,"TRAIN",0.550100386761098,0.23551325387226474
"TRAIN",0.8293920354126596,0.6717054277891286,"TRAIN",0.6767009934816516,0.6209455178872485
"TRAIN",0.5085077772600813,0.684505341035053,"TRAIN",0.7301522561930887,0.39860288373408015
"TRAIN",0.4844870087563932,0.6072440443726176,"TRAIN",0.4015724593730895,0.7087977993275464
"TRAIN",0.9244438401098884,0.3766826182474424,"TRAIN",0.784994802694829,0.5239894775750197
"TRAIN",0.5360715998276828,0.4965871676106661,"TRAIN",0.5378074745935909,0.3859375141077527
"TRAIN",0.789398839357621,0.22003785379071356,"TRAIN",0.9369863807804205,0.381279957793099
"TRAIN",0.7477470165703044,0.9852864161898985,"TRAIN",0.49623962311279,0.5959093065560578
"TRAIN",0.5759308989720162,0.8179437964311289,"TRAIN",0.430438741168922,0.6809732262527096
