subset,xpos,ypos
"TRAIN",0.37844821212838375,0.6312683659838405
"TRAIN",0.3747830619758451,0.5989534393524494
"TRAIN",0.5321708361745051,0.2946180996186517
"TRAIN",0.5151235482072923,0.3520837895712009
"TRAIN",0.4863948617442621,0.8175292986533553
"TRAIN",0.6947449105422236,0.17287557816487625
"TRAIN",0.7783550904833821,0.2532333490251564
"TRAIN",0.7961702602777831,0.4606830092300955
"TRAIN",0.13729872125625042,0.21135011414383337
"TRAIN",0.7476601611572766,0.5287187683203388
"TRAIN",0.6872391772926122,0.3537438242658475
"TRAIN",0.8400163337015721,0.25021618821726344
"TRAIN",0.5398868837522399,0.38299512793197055
"TRAIN",0.8111593812383776,0.2677031439027503
"TRAIN",0.5086461842233163,0.43972494153182806
"TRAIN",0.5255023147397218,0.006967524426417571
"TRAIN",0.4708100561535659,0.36784842769769355
"TRAIN",0.5042829013009181,0.00840090597350407
"TRAIN",0.9003618552747905,0.29562245644827345
"TRAIN",0.5223295137333575,0.44568998488870387
"TRAIN",0.49910137162133433,0.39054310734434206
"TRAIN",0.6470880136197479,0.28943415620873475
"TRAIN",0.14991136339316186,0.19952241903055917
"TRAIN",0.7717964539800185,0.48908099045563913
"TRAIN",0.8128199957290334,0.268487754871279
"TRAIN",0.5676059096251034,0.26425893055138044
"TRAIN",0.5449790753423432,0.3311043611350054
"TRAIN",0.4923403689248572,0.35862370514469877
"TRAIN",0.7070594179167785,0.7497018068555632
"TRAIN",0.7318298138464024,0.39696966511901566
"TRAIN",0.951150804122951,0.3368996362369048
"TRAIN",0.8217075986601358,0.2359657109434763
"TRAIN",0.6805434731552753,0.5909160010650168
"TRAIN",0.9142521415814175,0.5884249110922855
"TRAIN",0.7694370564109619,0.250545540797456
"TRAIN",0.4106109040668983,0.6354890246796446
"TRAIN",0.4844488534305221,0.36481627383135895
"TRAIN",0.8282081021827485,0.24949882290079256
"TRAIN",0.5747251938906488,0.8561160662835192
"TRAIN",0.7301243834219403,0.39936472125075784
"TRAIN",0.3791124699981446,0.6020411239788631
"TRAIN",0.525207771803875,0.7426522498851242
"TRAIN",0.5965149565235043,0.5608389840974324
"TRAIN",0.7211907460387255,0.17245370651452963
"TRAIN",0.5273159678703542,0.30688163685323167
"TRAIN",0.7080505901126622,0.7494730472703415
"TRAIN",0.7413244270984406,0.7906503079285159
"TRAIN",0.7245215574923669,0.42143859611238843
"TRAIN",0.45235373285963565,0.4197039977146175
"TRAIN",0.4696572965684564,0.4296897768277359
"TRAIN",0.7473179677482527,0.7857860801842357
"TRAIN",0.4443812898372354,0.7465629205327191
"TRAIN",0.601144453861524,0.6183919605393841
"TRAIN",0.4268138979435768,0.6751895492586434
"TRAIN",0.6714483230691131,0.16166939903501648
"TRAIN",0.5235128465104545,0.7426993054093299
"TRAIN",0.7737752796696917,0.24529958636852928
"TRAIN",0.5621000799017848,0.1884935657457491
"TRAIN",0.7337600354378424,0.15544225104400916
"TRAIN",0.6883918528526687,0.35689742662014645
"TRAIN",0.8291899233098292,0.4525131446537951
"TRAIN",0.5074456743130362,0.6073184422322326
"TRAIN",0.550100386761098,0.23551325387226474
"TRAIN",0.6767009934816516,0.6209455178872485
"TRAIN",0.4015724593730895,0.7087977993275464
"TRAIN",0.784994802694829,0.5239894775750197
"TRAIN",0.5378074745935909,0.3859375141077527
"TRAIN",0.9369863807804205,0.381279957793099
"TRAIN",0.49623962311279,0.5959093065560578
"TRAIN",0.5059055222746782,0.3080926638941581
"TRAIN",0.4898621995321157,0.3438439949133434
"TRAIN",0.5739855111202062,0.8548890648903902
"TRAIN",0.3842476596788589,0.6086688751191716
"TRAIN",0.5201732849110647,0.6339050412204613
"TRAIN",0.6885900556303448,0.16659813696827813
"TRAIN",0.5539301400823258,0.27412081831967017
"TRAIN",0.7262173373969569,0.8413934882532308
"TRAIN",0.4933346601969164,0.35266531599184936
"TRAIN",0.409523658790931,0.7348155143102992
"TRAIN",0.623241858622199,0.8273221196471041
"TRAIN",0.63570775413644,0.8282268813154071
"TRAIN",0.8382596160581799,0.470538134167539
"TRAIN",0.7047418613902279,0.338047400735899
"TRAIN",0.4731242524928868,0.7651102700577966
"TRAIN",0.5239845405349568,0.7423771972794811
"TRAIN",0.4940471128099768,0.5802701085133647
"TRAIN",0.5542551829636094,0.3543875501445438
"TRAIN",0.5312087417717013,0.32167460241376333
"TRAIN",0.6672207581769638,0.1629072420138049
"TRAIN",0.5840492013963863,0.013636937955308626
"TRAIN",0.4134296927477661,0.7143528512823252
"TRAIN",0.5385166868552195,0.631481305058872
"TRAIN",0.8300485797133754,0.2536945879587943
"TRAIN",0.8277093300196434,0.24870143399798644
"TRAIN",0.5692240646681296,0.8365241452353309
"TRAIN",0.4502873662520911,0.7861458911173029
"TRAIN",0.647803892501713,0.28524591855271253
"TRAIN",0.7792752050568579,0.526277396800921
"TRAIN",0.6736610495471561,0.24106459270469033
"TRAIN",0.4983074253204358,0.5709892042656513
"TRAIN",0.6772409541327271,0.21215328383659632
"TRAIN",0.5449730922765177,0.2767360802990728
"TRAIN",0.48815435100978743,0.3765147536843735
"TRAIN",0.8267445772161224,0.42960039558892654
"TRAIN",0.3906577286832694,0.5719748046930103
"TRAIN",0.5978628565179107,0.10297896147566521
"TRAIN",0.6086779428331766,0.6203718288282812
"TRAIN",0.6832947449316065,0.6192677449415106
"TRAIN",0.4910681602599391,0.8265409103879713
"TRAIN",0.5022493278157181,0.41268277901074485
"TRAIN",0.5322951123911925,0.3210561169837114
"TRAIN",0.5480650608597845,0.2296460136039693
"TRAIN",0.4813918648062284,0.7954800535115535
"TRAIN",0.7887368809597555,0.48890972086122825
"TRAIN",0.5554658340235548,0.27212854084885624
"TRAIN",0.913166712144249,0.3062109702505803
"TRAIN",0.5791930150656228,0.8505903421930506
"TRAIN",0.6131638636602192,0.5842654865288363
"TRAIN",0.6145838411397138,0.46528158236225237
"TRAIN",0.3192928385397118,0.06977513041964867
"TRAIN",0.7743238390579195,0.25673423160177944
"TRAIN",0.48948392793955,0.5650159872040003
"TRAIN",0.3788114936875414,0.6025049225777719
