"subset","xpos","ypos"
"TRAIN",0.010464923426422017,0.5119144543519787
"TRAIN",0.028150948357636256,0.520626768663065
"TRAIN",0.03994261084668237,0.526428311246318
"TRAIN",0.008026226225737225,0.5107077655111592
"TRAIN",0.05356463372738133,0.5331259427889415
"TRAIN",0.06982716911175367,0.5411401287795663
"TRAIN",0.03526687772881997,0.5241257541083556
"TRAIN",0.042587326918254655,0.5277167818900006
"TRAIN",0.074499771825971,0.5434639018353927
"TRAIN",0.06413214972103283,0.5383563681702197
"TRAIN",0.004775339238679684,0.5090938797380439
"TRAIN",0.0724670964365158,0.5424609967467786
"TRAIN",0.03282981615590029,0.5229079296396826
"TRAIN",0.054375602981642054,0.5335411634524365
"TRAIN",0.0366920323478168,0.5248122071991245
"TRAIN",0.05498741796339442,0.5338276400978583
"TRAIN",0.02774789199158598,0.5204026322979203
"TRAIN",0.1602859799978601,0.5857310868274686
"TRAIN",0.04746376379764219,0.5301367017579098
"TRAIN",0.04095930206154609,0.5269272661058744
"TRAIN",0.32047115545860827,0.6646788688999664
"TRAIN",0.06880754830050445,0.5406602490063183
"TRAIN",0.2985178692692766,0.6538515821640825
"TRAIN",0.03689267071411918,0.5249293799285548
"TRAIN",0.010062693357279114,0.5116848650741519
"TRAIN",0.11109028437910344,0.5614977361792567
"TRAIN",0.11881619701698877,0.5652964562235682
"TRAIN",0.011484222234649767,0.5123942198931497
"TRAIN",0.08161734342494889,0.5469518519519371
"TRAIN",0.06128629520597458,0.5369523465391607
"TRAIN",0.10479222293467276,0.5583672150374296
"TRAIN",0.06880811771083487,0.5406563091983001
"TRAIN",0.10560493279643729,0.5587708442637204
"TRAIN",0.07429948674378582,0.5433433315575581
"TRAIN",0.03648804844242623,0.5247169916054232
"TRAIN",0.020224444873278978,0.5167097804847073
"TRAIN",0.028559136679237828,0.5208161287895471
"TRAIN",0.016362794918280986,0.5148014146785433
"TRAIN",0.07043455236963884,0.5414575162937265
"TRAIN",0.04238200182144955,0.5276302727028297
"TRAIN",0.020633004234483,0.5168958186994578
"TRAIN",0.025712055196168558,0.5194203630310169
"TRAIN",0.027950929498047956,0.5205045458690452
"TRAIN",0.015142140319847439,0.51420691944944
"TRAIN",0.11027836740003219,0.5610889735903655
"TRAIN",0.03343773640765957,0.5232214860069166
"TRAIN",0.017989870864088875,0.5155974300456532
"TRAIN",0.06149328450592103,0.5370285377510664
"TRAIN",0.009655994385184927,0.5114854340779794
"TRAIN",0.04177445171774766,0.5273143600736352
"TRAIN",0.03384195966124739,0.5234366942217623
"TRAIN",0.1139370513768895,0.5628930596177406
"TRAIN",0.01758140169603377,0.5154099395626025
"TRAIN",0.023478943517638018,0.5182981976021304
"TRAIN",0.037097206789179105,0.5250222236770989
"TRAIN",0.08710346905304592,0.5496735970713296
"TRAIN",0.039333176862426183,0.5261248719704039
"TRAIN",0.055188453180588556,0.5339438649413877
"TRAIN",0.049091214655187614,0.530930225973718
"TRAIN",0.026731361908587728,0.5199026391090642
"TRAIN",0.011482537711415261,0.5124073740119824
"TRAIN",0.06392953032645281,0.5382517368888197
"TRAIN",0.05905037835915998,0.5358501957573402
"TRAIN",0.13914385441501342,0.5753170386135444
"TRAIN",0.029980830278094197,0.5215251617486415
"TRAIN",0.044617544489524624,0.5287360683516596
"TRAIN",0.0139220656170451,0.5136084521705989
"TRAIN",0.09604825583316166,0.5540788935305985
"TRAIN",0.07775275135844759,0.5450627399090542
"TRAIN",0.07470407247817082,0.5435563361831878
"TRAIN",0.08364827650597786,0.5479647332822455
"TRAIN",0.038721908158345406,0.5258332213507526
"TRAIN",0.04868598801280329,0.5307197982490242
"TRAIN",0.025509240909182426,0.5193178566240325
"TRAIN",0.14869728754647404,0.5800309437365945
"TRAIN",0.008432767154854755,0.5109082883816348
"TRAIN",0.03099837618119516,0.5220191730645369
"TRAIN",0.024088305017831813,0.5186028646932517
"TRAIN",0.08323987017752141,0.5477776572553493
"TRAIN",0.03709586696836654,0.5250311187030324
"TRAIN",0.07368773278343724,0.5430557776044551
"TRAIN",0.013922831726485764,0.5136023051318308
"TRAIN",0.0677908875909918,0.5401609785068449
"TRAIN",0.031202865697763003,0.5221113458997714
"TRAIN",0.042180410697330764,0.5275178253967117
"TRAIN",0.0909671447588105,0.551567085792665
"TRAIN",0.07388989506393735,0.5431609649907191
"TRAIN",0.05071675327554326,0.5317354216359368
"TRAIN",0.0222565494352751,0.5177153915008246
"TRAIN",0.07307741266777829,0.542757548940375
"TRAIN",0.0923883346910955,0.552280442438316
"TRAIN",0.027951154018609193,0.5205020825423023
"TRAIN",0.035470653549331765,0.5242219013545157
"TRAIN",0.045839451323281516,0.5293203089602755
"TRAIN",0.03039011910540215,0.5217068964146638
"TRAIN",0.04014774866263484,0.5265148795957119
"TRAIN",0.04725861457887711,0.5300472688875182
"TRAIN",0.06453847633273689,0.5385565668651305
"TRAIN",0.04908953347061101,0.5309408055372649
"TRAIN",0.06393037599761843,0.5382442595391544
"TRAIN",0.03120172559068422,0.5221179912940592
"TRAIN",0.04360175411045085,0.52823015313684
"TRAIN",0.02957732407545153,0.521303186214585
"TRAIN",0.06637144208833323,0.5394358913988925
"TRAIN",0.05193862312550475,0.53232184842904
"TRAIN",0.138535389294229,0.5750070781400526
"TRAIN",0.04258699698330148,0.5277179099097812
"TRAIN",0.03892624425819223,0.5259255113833867
"TRAIN",0.011279690260893455,0.5123043585148959
"TRAIN",0.04136614655304158,0.5271257960879666
"TRAIN",0.038722820025804086,0.5258277992344182
"TRAIN",0.05925369228124179,0.535949981902487
"TRAIN",0.08913942653527021,0.5506541736944133
"TRAIN",0.05173566656459199,0.5322203996844445
"TRAIN",0.04970095799027504,0.5312314280535468
"TRAIN",0.027747668890699184,0.5204025270337361
"TRAIN",0.0312027354570348,0.5221122294012546
"TRAIN",0.0316085064962295,0.5223178291574959
"TRAIN",0.08019411196583817,0.5462523915634897
"TRAIN",0.028761560868842188,0.5209212865550576
"TRAIN",0.04644641485405456,0.5296424460785022
"TRAIN",0.03689476094101056,0.524916509036579
"TRAIN",0.1011299311832125,0.5565841115045027
"TRAIN",0.037910924073405176,0.5254171171451089
"TRAIN",0.15154462775864053,0.5814251163593749
"TRAIN",0.05539038650315041,0.5340529977377532
"TRAIN",0.03059264556510799,0.5218132587279065
"TRAIN",0.33022882047859514,0.6694865044465635
"TRAIN",0.02083661837645963,0.5169946104921092
"TRAIN",0.07226286589129477,0.5423674366233211
"TRAIN",0.028966863962352558,0.5210077792911264
"TRAIN",0.023071516892835778,0.5181045511259738
"TRAIN",0.027543141187184376,0.5203125122231905
"TRAIN",0.041772009072835854,0.5273281593665277
"TRAIN",0.033233396050927996,0.5231286205666345
"TRAIN",0.07307926869804934,0.5427459305981124
"TRAIN",0.009855907473308188,0.511608414089398
"TRAIN",0.0773450261226807,0.5448711089530841
"TRAIN",0.09137307543816636,0.5517727757000002
"TRAIN",0.05884914373242951,0.5357361112342198
"TRAIN",0.0763288850518523,0.5443684874838005
"TRAIN",0.07124782199843972,0.5418572168936421
"TRAIN",0.04055166467968255,0.52673425997735
"TRAIN",0.0340478315822537,0.5235195791638158
"TRAIN",0.04055287711761988,0.5267260166996582
"TRAIN",0.04522836294196777,0.5290301177512298
"TRAIN",0.08710402388270974,0.5496698914320506
"TRAIN",0.032421222390870294,0.522721473889179
"TRAIN",0.029778431790007304,0.5214199250162824
"TRAIN",0.03323392101741986,0.5231251365178459
"TRAIN",0.08974614786106924,0.5509759528712042
"TRAIN",0.0330314216424751,0.5230185723068508
"TRAIN",0.005587410355306827,0.5095016406266925
"TRAIN",0.08649388767305358,0.5493702246898655
"TRAIN",0.04278937375150784,0.5278253175913307
"TRAIN",0.03668958881623234,0.5248287830551116
"TRAIN",0.03668958810702057,0.5248288812029837
"TRAIN",0.054373068877792564,0.5335564623585599
"TRAIN",0.01798858414374118,0.5156052383162398
"TRAIN",0.10682337012756263,0.5593794790950299
"TRAIN",0.07185843609776647,0.5421517331083833
"TRAIN",0.023068875537611236,0.5181217646079352
"TRAIN",0.06433719893653456,0.5384447719023
"TRAIN",0.08649660145928066,0.549352045317209
"TRAIN",0.007622168878361972,0.510487102832993
"TRAIN",0.04482037739236885,0.5288384360179262
"TRAIN",0.027744804085807512,0.5204235663207939
"TRAIN",0.0830390491805029,0.5476608048940393
"TRAIN",0.07937827583929723,0.5458698968319605
"TRAIN",0.017989742300850514,0.5155983181502384
"TRAIN",0.12938670593533147,0.5705067511165135
"TRAIN",0.04461752170189045,0.5287337504952855
"TRAIN",0.011891393021449335,0.5125914324109975
"TRAIN",0.06209983698795326,0.537350290760156
"TRAIN",0.04116091699915844,0.5270378664919882
"TRAIN",0.029779517019513056,0.5214126696054321
"TRAIN",0.03912923709720914,0.5260293760988468
"TRAIN",0.06697823929070897,0.5397581115728519
"TRAIN",0.06799527373362307,0.5402539072388707
"TRAIN",0.026324209445191083,0.5197054336929853
"TRAIN",0.06575836174240576,0.5391573331111916
"TRAIN",0.0419752418601786,0.5274304437753305
"TRAIN",0.0558011074688055,0.5342245056980266
"TRAIN",0.06921519161872913,0.5408523046683078
"TRAIN",0.053563026622485674,0.533136761441889
"TRAIN",0.09523590762382797,0.5536721020895266
"TRAIN",0.032828501031048896,0.5229149909898098
"TRAIN",0.038721680120215915,0.5258346306826347
"TRAIN",0.0972670241837448,0.5546862750396991
"TRAIN",0.012500225899870904,0.5128978280068032
"TRAIN",0.022460386959652065,0.5178119585771883
"TRAIN",0.024902053263246952,0.5189986149300084
"TRAIN",0.0179893195744473,0.5155984188346828
"TRAIN",0.031201975216345566,0.5221154909120195
"TRAIN",0.3111200554019562,0.6600706717098292
"TRAIN",0.030185301121528254,0.5216164490638722
"TRAIN",0.027745698814428787,0.5204167073249416
"TRAIN",0.023069583452679815,0.51811503125705
"TRAIN",0.06413108781232037,0.5383620429650353
"TRAIN",0.08588199689941355,0.5490835911270092
"TRAIN",0.04888574209135227,0.5308437903275962
"TRAIN",0.017174550424816616,0.5152089033915846
"TRAIN",0.032827669429976364,0.5229207321402362
"TRAIN",0.01148538117679665,0.5123872534443179
"TRAIN",0.061897738164608446,0.5372411972691373
"TRAIN",0.06230337630487026,0.5374488894786825
"TRAIN",0.07002681257407008,0.5412632207357926
"TRAIN",0.03404669207630723,0.5235262702515083
"TRAIN",0.05823648986465433,0.5354526784080859
