"subset","xpos","ypos"
"TRAIN",0.5143426668760368,0.25843253397821886
"TRAIN",0.29056668481134007,0.22989122847332538
"TRAIN",0.23804762860563355,0.46585730949471277
"TRAIN",0.2931667579757403,0.19917081103760204
"TRAIN",0.38077498239930807,0.1684061427664455
"TRAIN",0.21511364015989193,0.13813629537152033
"TRAIN",0.29952483844088285,0.05540699676499494
"TRAIN",0.2237790047385228,0.21030364622953707
"TRAIN",0.26082042065851163,0.1248997689893927
"TRAIN",0.17098151651173477,0.29733481370233095
"TRAIN",0.48053395837995466,0.26084871231643497
"TRAIN",0.2805861559870367,0.23693297319536077
"TRAIN",0.20719239219561064,0.3283304293285234
"TRAIN",0.04842150764506992,0.3097115963968403
"TRAIN",0.3473044643580864,0.1967684689760043
"TRAIN",0.17302670087310534,0.5139347384521536
"TRAIN",0.48984403127550413,0.08170035516422475
"TRAIN",0.3191754916462789,0.23942342078894957
"TRAIN",0.3840090218475765,0.038897363627716175
"TRAIN",0.37429308559043095,0.16256343571453863
"TRAIN",0.15629774561864734,0.32366537370597154
"TRAIN",0.22725627565965634,0.4500592956571259
"TRAIN",0.3103511506104419,0.050667534308875994
"TRAIN",0.17441295718106048,0.5034165325614642
"TRAIN",0.22611441083301403,0.25146993435718457
"TRAIN",0.2103903877609984,0.2699372213050688
"TRAIN",0.4780900644441745,0.06336328872405778
"TRAIN",0.23322993446519125,0.15897657681850597
"TRAIN",0.478944997008955,0.06535021460262996
"TRAIN",0.4478160439290447,0.18833938044882942
"TRAIN",0.6063930606715303,0.22879005000103236
"TRAIN",0.24976699522005313,0.4305176484247028
"TRAIN",0.24310867351720394,0.14085215401344087
"TRAIN",0.47964590480985647,0.2587897280318547
"TRAIN",0.48907502155047156,0.0963591672110854
"TRAIN",0.18629422877000545,0.2482850730604622
"TRAIN",0.2076408038292603,0.45719549987804786
"TRAIN",0.3772647396170323,0.22612871467312895
"TRAIN",0.36068071214861286,0.3876887695337582
"TRAIN",0.25953467944985625,0.4167895446710955
"TRAIN",0.4149658117970835,0.17000536842038605
"TRAIN",0.5918851361774673,0.20102613334085173
"TRAIN",0.391958748967276,0.3208873203009198
"TRAIN",0.4412217234036722,0.16896385467425024
"TRAIN",0.3336141909627058,0.3784374895800294
"TRAIN",0.37673135625529797,0.34395424393816865
"TRAIN",0.2841706688375546,0.22368776638461407
"TRAIN",0.12333571186639597,0.31016089612210795
"TRAIN",0.27866835851600363,0.23573372428864997
"TRAIN",0.4434952982508782,0.020648761315789743
"TRAIN",0.4388027073500572,0.150679809622576
"TRAIN",0.21664780404770878,0.21145210362890887
"TRAIN",0.5203313048960186,0.1866699049942075
"TRAIN",0.2590228618319705,0.11525973888899604
"TRAIN",0.30573105219455377,0.19118961845945742
"TRAIN",0.27977680327150023,0.4554170941500943
"TRAIN",0.14129567476399363,0.36218789532152634
"TRAIN",0.19456977364648742,0.27841746572081943
"TRAIN",0.2636288779299385,0.10099981506401579
"TRAIN",0.5020618784893834,0.2947827953496819
"TRAIN",0.25975636604202934,0.1145202921731811
"TRAIN",0.5559639595934694,0.28119072039605253
"TRAIN",0.48183965062658585,0.2609494152742902
"TRAIN",0.40069176674840157,0.13843527607992023
"TRAIN",0.29868708554711876,0.27585952036857886
"TRAIN",0.5668805922467407,0.5113402274173084
"TRAIN",0.21689975077386225,0.5058508484801034
"TRAIN",0.4287583927347204,0.13274549207356084
"TRAIN",0.5107874538304582,0.18826271790277754
"TRAIN",0.21826830319872909,0.47150305525110325
"TRAIN",0.26005177344280583,0.10847583336047212
"TRAIN",0.28119541829116534,0.4231161537957365
"TRAIN",0.26800756336534276,0.4372081595854525
"TRAIN",0.2358168438132492,0.17859726398998027
"TRAIN",0.48605249855568433,0.31558354010306516
"TRAIN",0.3195793322822311,0.37869044182344136
"TRAIN",0.4459562118168035,0.019698519933382064
"TRAIN",0.7929673603334833,0.595854907995242
"TRAIN",0.15631563492578698,0.4993320836639688
"TRAIN",0.41586467806846683,0.20250958958266868
"TRAIN",0.40730171667603765,0.16650315037766172
"TRAIN",0.22337974556164686,0.30211888768800577
"TRAIN",0.35984576183893924,0.38376118317460994
"TRAIN",0.41218448880683695,0.2781485376535933
"TRAIN",0.26760804338013966,0.10769337095545883
"TRAIN",0.38487388993323673,0.2130915436830101
"TRAIN",0.40675029912655725,0.35044348321560104
"TRAIN",0.1764922515865004,0.32147471592550303
"TRAIN",0.3206016485846588,0.21021537906932658
"TRAIN",0.2614183890682255,0.1117194415424223
"TRAIN",0.4224691475031629,0.03063842346072526
"TRAIN",0.2950184545163152,0.2502437609542821
"TRAIN",0.11208465849095472,0.33613475060462117
"TRAIN",0.5616253811993103,0.4756488187948264
"TRAIN",0.30925008584756314,0.3717454487582828
"TRAIN",0.5366993917116288,0.21415349710969195
"TRAIN",0.5691600951048467,0.19555703949338815
"TRAIN",0.32907898988105655,0.24731475081302462
"TRAIN",0.38028419797628205,0.1674943627062216
"TRAIN",0.3660172416969524,0.22801761378393443
"TRAIN",0.23230175702724876,0.1163371840003839
"TRAIN",0.5681590370478877,0.2537943014128515
"TRAIN",0.4052560368925568,0.17341455207349593
"TRAIN",0.33163919163682964,0.18804603472394177
"TRAIN",0.2541017714607641,0.4261792391033112
"TRAIN",0.36868959567283344,0.13669136250943226
"TRAIN",0.4068314072632957,0.15656466143069975
"TRAIN",0.22572059639691927,0.2785107120963804
"TRAIN",0.3935606823923163,0.021288402770263615
"TRAIN",0.3477949695321285,0.05403262025116762
"TRAIN",0.14887184074789195,0.29516486141819553
"TRAIN",0.5722572197227834,0.5346820393548961
"TRAIN",0.480244936342677,0.26165994237042745
"TRAIN",0.3733309769492642,0.17863901146401984
"TRAIN",0.2219149076707873,0.49469099718269793
"TRAIN",0.536659607137619,0.22310152307319803
"TRAIN",0.3073063359331463,0.05260254566550754
"TRAIN",0.49751104942943347,0.1903521147695587
"TRAIN",0.4725040797679525,0.02439441828721517
"TRAIN",0.1567911824875199,0.299048066772974
"TRAIN",0.5621480691023597,0.4767394828197309
"TRAIN",0.501050987332975,0.29200305585355985
"TRAIN",0.33370187633459364,0.39584061579348795
"TRAIN",0.12271568762902296,0.3597536104017368
"TRAIN",0.4125241204710304,0.1434014678530912
"TRAIN",0.42695622712533526,0.19473574566352958
"TRAIN",0.16033084000096215,0.36088628111492005
