rowID,trust_score,our_score,dist_to_pred,dist_to_non_pred,actual_class,predicted_class
70,4.332442037307072,2.0337030262771476,1.7320508075688772,7.937253933193772,0,0
71,81.24038404635961,1.5257783468178823,0.0,8.12403840463596,0,0
72,106.30145812734649,2.155511388401151,0.0,10.63014581273465,0,0
73,81.24038404635961,1.5257783468178823,0.0,8.12403840463596,0,0
74,6.680426571226849,1.8076860168178825,1.0,7.3484692283495345,0,0
75,7.925270806437588,1.4727713020628626,1.0,8.717797887081348,0,0
76,86.60254037844386,1.2094611580628623,0.0,8.660254037844387,0,0
77,8.719693678750398,1.4818970173470392,1.0,9.591663046625438,0,0
78,86.60254037844386,1.2094611580628623,0.0,8.660254037844387,0,0
79,6.982859770789643,2.6746700366326985,1.0,7.681145747868608,0,0
80,2.7735227536731597,5.798154665602472,2.449489742783178,7.0710678118654755,0,0
81,7.4965556829412,2.3583528478776787,1.0,8.246211251235321,0,0
82,82.4621125123532,1.165541488308261,0.0,8.246211251235321,0,0
83,79.37253933193772,1.2031996075720648,0.0,7.937253933193772,0,0
84,81.24038404635961,1.5257783468178823,0.0,8.12403840463596,0,0
85,99.49874371066198,1.137657156215473,0.0,9.9498743710662,0,0
86,76.81145747868608,1.4818586770632811,0.0,7.681145747868608,0,0
87,103.92304845413264,2.1115917186465496,0.0,10.392304845413264,0,0
88,7.925270806437588,1.829424126676002,1.0,8.717797887081348,0,0
89,86.60254037844386,1.2094611580628623,0.0,8.660254037844387,0,0
90,79.37253933193772,1.2031996075720648,0.0,7.937253933193772,0,0
91,76.81145747868608,1.4818586770632811,0.0,7.681145747868608,0,0
92,9.09090909090909,1.839194199646131,1.0,10.0,0,0
93,81.24038404635961,2.0681125450321676,0.0,8.12403840463596,0,0
94,73.48469228349533,1.5195167963270848,0.0,7.3484692283495345,0,0
95,88.88194417315589,0.8527037886295464,0.0,8.888194417315589,0,0
96,88.88194417315589,0.8527037886295464,0.0,8.888194417315589,0,0
97,99.49874371066198,1.4100546752158916,0.0,9.9498743710662,0,0
98,97.97958971132711,1.4477127944796953,0.0,9.797958971132712,0,0
99,81.24038404635961,1.5257783468178823,0.0,8.12403840463596,0,0
100,76.81145747868608,1.5976206889490299,0.0,7.681145747868608,0,0
101,78.10249675906654,1.237383830439409,0.0,7.810249675906654,0,0
102,5.891582453098055,1.801424466327085,1.0,6.48074069840786,0,0
103,88.88194417315589,0.8527037886295464,0.0,8.888194417315589,0,0
104,7.8202956973114786,1.331381249134291,1.0,8.602325267042627,0,0
105,8.766955237266322,1.7952745298915298,1.0,9.643650760992955,0,0
106,88.88194417315589,0.8527037886295464,0.0,8.888194417315589,0,0
107,106.30145812734649,2.155511388401151,0.0,10.63014581273465,0,0
108,82.4621125123532,1.165541488308261,0.0,8.246211251235321,0,0
109,88.88194417315589,0.8527037886295464,0.0,8.888194417315589,0,0
110,3.4521724475149322,2.728669594918754,1.7320508075688772,6.324555320336759,0,0
111,3.4521724475149322,3.2728948953877186,1.7320508075688772,6.324555320336759,0,0
112,76.81145747868608,1.4818586770632811,0.0,7.681145747868608,0,0
113,4.599299177929361,1.3885964562530009,1.7320508075688772,8.426149773176359,0,0
114,86.60254037844386,1.2094611580628623,0.0,8.660254037844387,0,0
115,101.98039027185568,1.4539743449704927,0.0,10.198039027185569,0,0
116,99.49874371066198,1.137657156215473,0.0,9.9498743710662,0,0
117,88.88194417315589,0.8527037886295464,0.0,8.888194417315589,0,0
118,88.88194417315589,0.8527037886295464,0.0,8.888194417315589,0,0
119,6.402901120260714,3.101280563244993,1.4142135623730951,9.695359714832659,0,0
120,82.4621125123532,1.165541488308261,0.0,8.246211251235321,0,0
121,101.98039027185568,1.4539743449704927,0.0,10.198039027185569,0,0
122,99.49874371066198,1.4100546752158916,0.0,9.9498743710662,0,0
123,99.49874371066198,1.4100546752158916,0.0,9.9498743710662,0,0
124,4.228030500253262,1.7014341559317154,1.7320508075688772,7.745966692414834,0,0
125,81.24038404635961,1.5257783468178823,0.0,8.12403840463596,0,0
126,99.49874371066198,1.137657156215473,0.0,9.9498743710662,0,0
127,101.98039027185568,1.4539743449704927,0.0,10.198039027185569,0,0
128,6.016610738095826,1.5379853172449318,1.4142135623730951,9.1104335791443,0,0
129,92.73618495495704,0.8966234583841477,0.0,9.273618495495704,0,0
130,5.906876105363619,5.109874660545676,1.4142135623730951,8.94427190999916,0,0
131,1.8820317617839257,1.505990862304624,6.164414002968976,11.789826122551595,1,1
132,0.9952390402818111,1.804911761487877,8.306623862918075,8.366600265340756,1,1
133,1.407916694851686,1.2541961797910557,7.54983443527075,10.770329614269007,1,1
134,1.150726097230763,1.2372199445891785,6.4031242374328485,7.483314773547883,1,1
135,1.2579448828162536,1.432921148072797,7.483314773547883,9.539392014169456,1,1
136,1.2868782491945614,1.8423380718275548,10.583005244258363,13.74772708486752,1,1
137,1.8011928760340117,1.539181829951785,5.196152422706632,9.539392014169456,1,1
138,1.6100850435585308,1.1689454730015425,6.324555320336759,10.344080432788601,1,1
139,1.1473256469731556,2.1178541080255524,9.16515138991168,10.63014581273465,1,0
140,2.1724065636005196,1.023606107390129,4.242640687119285,9.433981132056603,1,1
141,1.2526116240590646,21.061859220584925,5.656854249492381,7.211102550927978,0,0
142,1.543932507601581,1.3133595960896078,5.656854249492381,8.888194417315589,1,1
143,2.139757929261548,6.578578215127277,3.0,6.6332495807108,0,0
144,2.5720591906141586,5.408174477483751,2.449489742783178,6.557438524302,0,0
145,1.9460269241652965,5.675667671720741,3.605551275463989,7.211102550927978,0,0
146,1.2438855605888117,0.9849514787325255,5.916079783099616,7.483314773547883,1,1
147,0.8746941513986222,1.6628577239907028,10.44030650891055,10.44030650891055,1,1
148,1.4263754241248985,1.1726674734290552,7.483314773547883,10.816653826391969,1,1
149,1.0287095415217116,1.3700431751499615,8.48528137423857,8.831760866327848,1,1
