rowID,trust_score,our_score,dist_to_pred,dist_to_non_pred,actual_class,predicted_class
0,73.48469228349533,1.5195167963270848,0.0,7.3484692283495345,0,0
1,7.100226978096957,2.3144331781230774,1.0,7.810249675906654,0,0
2,101.48891565092218,2.1492498379103533,0.0,10.14889156509222,0,0
3,7.713892158398699,0.924546130760694,1.0,8.48528137423857,0,0
4,95.91663046625438,1.0937374864608718,0.0,9.591663046625438,0,0
5,9.09090909090909,1.596473211113327,1.0,10.0,0,0
6,99.49874371066198,1.4100546752158916,0.0,9.9498743710662,0,0
7,2.3972390991964745,4.661282779478549,3.4641016151377544,8.54400374531753,0,0
8,6.195183924350207,1.8356205461454398,1.4142135623730951,9.38083151964686,0,0
9,97.97958971132711,1.4477127944796953,0.0,9.797958971132712,0,0
10,93.27379053088815,1.1313956057246755,0.0,9.327379053088816,0,0
11,6.195183924350207,1.6414752276822715,1.4142135623730951,9.38083151964686,0,0
12,4.8977229311517325,5.945379530935271,1.4142135623730951,7.416198487095663,0,0
13,93.27379053088815,1.1313956057246755,0.0,9.327379053088816,0,0
14,103.92304845413264,2.1115917186465496,0.0,10.392304845413264,0,0
15,5.869842034293957,5.623305877377421,1.4142135623730951,8.888194417315589,0,0
16,8.479435502808014,2.630788707161855,1.0,9.327379053088816,0,0
17,7.215685393812519,5.059797985120454,1.0,7.937253933193772,0,0
18,9.620913858416692,2.2774314794725794,1.0,10.583005244258363,0,0
19,92.73618495495704,0.8966234583841477,0.0,9.273618495495704,0,0
20,99.49874371066198,1.4100546752158916,0.0,9.9498743710662,0,0
21,93.27379053088815,1.1313956057246755,0.0,9.327379053088816,0,0
22,79.37253933193772,1.2031996075720648,0.0,7.937253933193772,0,0
23,101.98039027185568,1.4539743449704927,0.0,10.198039027185569,0,0
24,86.02325267042626,0.8903619078933501,0.0,8.602325267042627,0,0
25,79.37253933193772,1.2031996075720648,0.0,7.937253933193772,0,0
26,4.985977290705645,2.4822651016842268,1.4142135623730951,7.54983443527075,0,0
27,97.97958971132711,1.4477127944796953,0.0,9.797958971132712,0,0
28,73.48469228349533,1.5195167963270848,0.0,7.3484692283495345,0,0
29,101.48891565092218,2.1492498379103533,0.0,10.14889156509222,0,0
30,97.97958971132711,1.4477127944796953,0.0,9.797958971132712,0,0
31,3.9070313000154737,2.117741655082105,1.4142135623730951,5.916079783099616,0,0
32,8.860722131644511,1.569632885551124,1.0,9.746794344808963,0,0
33,99.49874371066198,1.4100546752158916,0.0,9.9498743710662,0,0
34,5.719308196045955,2.1342331495382934,1.4142135623730951,8.660254037844387,0,0
35,93.27379053088815,1.1313956057246755,0.0,9.327379053088816,0,0
36,8.719693678750398,2.6747083769164566,1.0,9.591663046625438,0,0
37,88.88194417315589,0.8527037886295464,0.0,8.888194417315589,0,0
38,97.97958971132711,1.4477127944796953,0.0,9.797958971132712,0,0
39,86.02325267042626,0.8903619078933501,0.0,8.602325267042627,0,0
40,101.98039027185568,1.4539743449704927,0.0,10.198039027185569,0,0
41,97.97958971132711,1.4477127944796953,0.0,9.797958971132712,0,0
42,1.8496098744950273,5.662264133554696,3.872983346207417,7.3484692283495345,0,0
43,97.97958971132711,1.4477127944796953,0.0,9.797958971132712,0,0
44,97.97958971132711,1.4477127944796953,0.0,9.797958971132712,0,0
45,8.57634648368782,1.7137004550740114,1.0,9.433981132056603,0,0
46,4.534057586503796,2.758719349190896,1.7320508075688772,8.306623862918075,0,0
47,3.661581821194754,3.0878229440806733,1.7320508075688772,6.708203932499369,0,0
48,5.150787536377128,2.840792917016536,2.0,10.816653826391969,0,0
49,99.49874371066198,1.4100546752158916,0.0,9.9498743710662,0,0
50,8.907235428302464,2.3934993886465494,1.0,9.797958971132712,0,0
51,7.713892158398699,0.924546130760694,1.0,8.48528137423857,0,0
52,101.98039027185568,1.4539743449704927,0.0,10.198039027185569,0,0
53,99.49874371066198,1.137657156215473,0.0,9.9498743710662,0,0
54,8.99954085146515,1.5319747662873202,1.0,9.899494936611665,0,0
55,88.88194417315589,0.8527037886295464,0.0,8.888194417315589,0,0
56,88.88194417315589,0.8527037886295464,0.0,8.888194417315589,0,0
57,86.02325267042626,0.8903619078933501,0.0,8.602325267042627,0,0
58,5.642535476915988,2.2649056224443633,1.4142135623730951,8.54400374531753,0,0
59,3.2292116346654303,5.001552018359582,1.7320508075688772,5.916079783099616,0,0
60,7.713892158398699,0.924546130760694,1.0,8.48528137423857,0,0
61,99.49874371066198,1.4100546752158916,0.0,9.9498743710662,0,0
62,68.55654600401043,1.5913591384582324,0.0,6.855654600401044,0,0
63,99.49874371066198,1.4100546752158916,0.0,9.9498743710662,0,0
64,68.55654600401043,1.7637663470632814,0.0,6.855654600401044,0,0
65,95.91663046625438,1.0937374864608718,0.0,9.591663046625438,0,0
66,4.5674585936311605,4.911150490512193,2.0,9.591663046625438,0,0
67,3.0128168860500697,3.6544638881764087,2.449489742783178,7.681145747868608,0,0
68,77.45966692414834,1.7451688210632814,0.0,7.745966692414834,0,0
69,86.60254037844386,1.2094611580628623,0.0,8.660254037844387,0,0
